punct_id,time_id ,airline_id,airport_id ,ratings_id,area_id,num_of_flights,num_of_flights_cancelled,avg_early_on_time_flights,avg_cancelled_flights,total_minutes_delayed,min_delays_minutes,max_delays_minutes,avg_delays_minutes
AP13674,202411,AL032,MAN,RT04,NW02,2,182,3.00,20.00,22.35,22.35,22.35,22.35
AP13675,202411,AL042,MAN,RT04,NW02,0,78,0.00,10.26,33.86,33.86,33.86,33.86
AP13676,202411,AL044,MAN,RT04,NW02,0,16,0.00,12.50,7.13,7.13,7.13,7.13
AP13677,202411,AL057,MAN,RT04,NW02,11,17,2.00,5.26,101.59,101.59,101.59,101.59
AP13678,202411,AL064,MAN,RT04,NW02,8,96,8.00,35.58,9.26,9.26,9.26,9.26
AP13679,202411,AL065,MAN,RT04,NW02,0,34,0.00,44.12,4.88,4.88,4.88,4.88
AP13680,202411,AL077,MAN,RT04,NW02,0,16,0.00,12.50,52.25,52.25,52.25,52.25
AP13681,202411,AL083,MAN,RT04,NW02,1,553,13.00,17.40,16.63,0.00,16.63,8.31
AP13682,202411,AL084,MAN,RT04,NW02,0,111,0.00,35.14,15.99,15.99,15.99,15.99
AP13683,202411,AL088,MAN,RT04,NW02,0,36,0.00,22.22,7.42,7.42,7.42,7.42
AP13684,202411,AL099,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13685,202411,AL100,MAN,RT04,NW02,0,2,0.00,100.00,0.00,0.00,0.00,0.00
AP13686,202411,AL115,MAN,RT04,NW02,0,2,0.00,0.00,32.50,32.50,32.50,32.50
AP13687,202411,AL116,MAN,RT04,NW02,0,240,2.00,43.12,109.03,0.00,34.70,9.91
AP13688,202411,AL117,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13689,202411,AL118,MAN,RT04,NW02,2,2542,9.00,39.02,846.57,0.00,51.00,12.27
AP13690,202411,AL121,MAN,RT04,NW02,0,60,0.00,18.33,19.88,19.88,19.88,19.88
AP13691,202411,AL126,MAN,RT04,NW02,1,179,1.00,23.33,17.32,17.32,17.32,17.32
AP13692,202411,AL127,MAN,RT04,NW02,0,4,0.00,0.00,147.50,0.00,101.00,49.17
AP13693,202411,AL129,MAN,RT04,NW02,0,42,0.00,57.14,3.31,3.31,3.31,3.31
AP13694,202411,AL130,MAN,RT04,NW02,0,60,0.00,30.00,8.97,8.97,8.97,8.97
AP13695,202411,AL135,MAN,RT04,NW02,0,193,1.00,60.61,13.21,3.74,5.03,4.40
AP13696,202411,AL142,MAN,RT04,NW02,3,111,3.00,35.09,14.28,14.28,14.28,14.28
AP13697,202411,AL152,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13698,202411,AL153,MAN,RT04,NW02,0,4,0.00,50.00,6.25,6.25,6.25,6.25
AP13699,202411,AL160,MAN,RT04,NW02,0,44,0.00,40.91,19.95,19.95,19.95,19.95
AP13700,202411,AL162,MAN,RT04,NW02,19,34,8.00,35.71,14.56,14.56,14.56,14.56
AP13701,202411,AL172,MAN,RT04,NW02,0,44,0.00,22.73,15.91,15.91,15.91,15.91
AP13702,202411,AL173,MAN,RT04,NW02,3,58,2.00,35.00,7.09,7.09,7.09,7.09
AP13703,202411,AL183,MAN,RT04,NW02,0,1138,3.00,23.69,847.22,0.00,96.33,13.89
AP13704,202411,AL188,MAN,RT04,NW02,0,4,0.00,0.00,91.25,91.25,91.25,91.25
AP13705,202411,AL191,MAN,RT04,NW02,0,10,0.00,50.00,6.40,6.40,6.40,6.40
AP13706,202411,AL194,MAN,RT04,NW02,2,344,6.00,22.29,17.03,17.03,17.03,17.03
AP13707,202411,AL197,MAN,RT04,NW02,0,26,0.00,19.23,14.46,14.46,14.46,14.46
AP13708,202411,AL203,MAN,RT04,NW02,1,393,6.00,26.18,87.80,0.00,27.00,10.97
AP13709,202411,AL206,MAN,RT04,NW02,0,368,0.00,37.97,19.84,6.60,13.24,9.92
AP13710,202411,AL208,MAN,RT04,NW02,0,26,0.00,26.92,15.69,15.69,15.69,15.69
AP13711,202411,AL212,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13712,202411,AL347,MAN,RT04,NW02,0,60,0.00,36.67,6.92,6.92,6.92,6.92
AP13713,202411,AL223,MAN,RT04,NW02,0,18,0.00,13.49,145.38,38.00,58.67,48.46
AP13714,202411,AL224,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13715,202411,AL225,MAN,RT04,NW02,0,72,0.00,29.82,63.09,4.93,34.04,15.77
AP13716,202411,AL226,MAN,RT04,NW02,0,30,0.00,6.67,134.00,7.00,90.50,26.80
AP13717,202411,AL234,MAN,RT04,NW02,0,134,0.00,29.58,14.69,3.17,11.53,7.35
AP13718,202411,AL241,MAN,RT04,NW02,0,180,0.00,37.78,7.42,7.42,7.42,7.42
AP13719,202411,AL244,MAN,RT04,NW02,0,24,0.00,20.83,16.50,16.50,16.50,16.50
AP13720,202411,AL246,MAN,RT04,NW02,4,22,1.00,17.39,17.27,17.27,17.27,17.27
AP13721,202411,AL248,MAN,RT04,NW02,0,2715,4.00,32.74,611.19,0.00,32.10,8.73
AP13722,202411,AL250,MAN,RT04,NW02,2,711,1.00,33.33,365.83,0.00,32.50,8.92
AP13723,202411,AL251,MAN,RT04,NW02,0,242,0.00,29.85,30.77,0.00,14.96,7.69
AP13724,202411,AL253,MAN,RT04,NW02,0,52,0.00,26.92,26.88,26.88,26.88,26.88
AP13725,202411,AL259,MAN,RT04,NW02,0,86,0.00,25.58,40.53,14.77,25.77,20.27
AP13726,202411,AL261,MAN,RT04,NW02,0,2,0.00,0.00,24.50,24.50,24.50,24.50
AP13727,202411,AL265,MAN,RT04,NW02,0,4,0.00,0.00,28.25,28.25,28.25,28.25
AP13728,202411,AL274,MAN,RT04,NW02,0,81,0.00,36.39,9.11,1.09,6.15,3.04
AP13729,202411,AL279,MAN,RT04,NW02,1,126,2.00,18.36,10.93,0.00,10.93,5.46
AP13730,202411,AL287,MAN,RT04,NW02,0,174,0.00,18.39,6.35,0.00,6.35,3.18
AP13731,202411,AL290,MAN,RT04,NW02,0,4,0.00,0.00,16.75,16.75,16.75,16.75
AP13732,202411,AL296,MAN,RT04,NW02,0,661,0.00,17.12,591.42,0.00,53.67,11.83
AP13733,202411,AL299,MAN,RT04,NW02,0,2,0.00,50.00,80.00,0.00,80.00,40.00
AP13734,202411,AL312,MAN,RT04,NW02,0,180,0.00,40.95,55.31,6.02,19.43,13.83
AP13735,202411,AL318,MAN,RT04,NW02,3,56,2.00,17.24,19.18,19.18,19.18,19.18
AP13736,202411,AL326,MAN,RT03,NW02,50,1,1.00,0.00,25.00,0.00,25.00,12.50
AP13737,202411,AL328,MAN,RT03,NW02,0,1,0.00,0.00,10.00,10.00,10.00,10.00
AP13738,202411,AL008,NCL,RT04,NE01,3,90,2.00,48.28,6.15,2.38,3.78,3.08
AP13739,202411,AL032,NCL,RT04,NE01,4,137,5.00,38.03,12.80,12.80,12.80,12.80
AP13740,202411,AL083,NCL,RT04,NE01,4,364,14.00,42.33,7.85,7.85,7.85,7.85
AP13741,202411,AL100,NCL,RT03,NE01,0,2,0.00,0.00,1.50,1.50,1.50,1.50
AP13742,202411,AL115,NCL,RT03,NE01,100,0,1.00,0.00,0.00,0.00,0.00,0.00
AP13743,202411,AL118,NCL,RT04,NE01,0,345,1.00,28.81,129.84,0.00,78.33,18.55
AP13744,202411,AL126,NCL,RT04,NE01,0,60,0.00,36.67,6.33,6.33,6.33,6.33
AP13745,202411,AL135,NCL,RT04,NE01,0,18,0.00,55.56,8.06,8.06,8.06,8.06
AP13746,202411,AL183,NCL,RT04,NE01,0,501,0.00,38.48,250.82,0.00,57.20,6.97
AP13747,202411,AL194,NCL,RT04,NE01,2,294,6.00,31.67,14.02,14.02,14.02,14.02
AP13748,202411,AL203,NCL,RT04,NE01,0,156,0.00,27.69,7.80,0.00,5.46,1.56
AP13749,202411,AL206,NCL,RT04,NE01,0,42,0.00,33.33,9.62,9.62,9.62,9.62
AP13750,202411,AL248,NCL,RT04,NE01,0,312,1.00,24.89,185.78,0.00,37.77,11.61
AP13751,202411,AL250,NCL,RT04,NE01,0,16,0.00,37.50,6.19,6.19,6.19,6.19
AP13752,202411,AL274,NCL,RT04,NE01,0,18,0.00,33.33,17.61,17.61,17.61,17.61
AP13753,202411,AL290,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13754,202411,AL293,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13755,202411,AL296,NCL,RT04,NE01,6,135,2.00,15.44,338.72,0.00,80.00,13.55
AP13756,202411,AL002,SOU,RT04,SE06,0,1,0.00,0.00,16.00,16.00,16.00,16.00
AP13757,202411,AL008,SOU,RT04,SE06,1,271,4.00,30.24,34.64,7.11,18.00,11.55
AP13758,202411,AL064,SOU,RT04,SE06,11,163,24.00,36.29,41.91,15.96,25.95,20.96
AP13759,202411,AL079,SOU,RT04,SE06,5,266,31.00,19.36,41.58,0.00,17.93,10.39
AP13760,202411,AL115,SOU,RT03,SE06,22,4,8.00,2.78,2.50,0.00,2.50,0.83
AP13761,202411,AL118,SOU,RT04,SE06,1,92,1.00,36.66,71.48,7.22,44.78,17.87
AP13762,202411,AL194,SOU,RT03,SE06,100,0,2.00,0.00,0.00,0.00,0.00,0.00
AP13763,202411,AL195,SOU,RT04,SE06,0,119,0.00,18.49,19.47,19.47,19.47,19.47
AP13764,202411,AL203,SOU,RT04,SE06,0,310,2.00,19.23,20.96,0.00,15.72,4.19
AP13765,202411,AL285,SOU,RT03,SE06,0,2,0.00,0.00,13.50,13.50,13.50,13.50
AP13766,202411,AL071,SEN,RT03,SE07,0,1,0.00,0.00,12.00,12.00,12.00,12.00
AP13767,202411,AL116,SEN,RT04,SE07,1,92,2.00,33.33,198.60,6.00,135.75,33.10
AP13768,202411,AL118,SEN,RT03,SE07,0,1,0.00,0.00,11.00,11.00,11.00,11.00
AP13769,202411,AL179,SEN,RT04,SE07,0,1,0.00,100.00,0.00,0.00,0.00,0.00
AP13770,202411,AL290,SEN,RT03,SE07,0,2,0.00,0.00,7.50,7.50,7.50,7.50
AP13771,202411,AL007,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13772,202411,AL050,STN,RT04,SE05,1,144,3.00,26.95,14.77,6.00,8.77,7.39
AP13773,202411,AL064,STN,RT03,SE05,86,1,6.00,0.00,10.00,10.00,10.00,10.00
AP13774,202411,AL071,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13775,202411,AL083,STN,RT04,SE05,0,15,0.00,12.50,92.30,11.30,51.50,23.08
AP13776,202411,AL100,STN,RT04,SE05,0,4,0.00,25.00,17.50,17.50,17.50,17.50
AP13777,202411,AL116,STN,RT04,SE05,0,87,0.00,37.93,15.36,15.36,15.36,15.36
AP13778,202411,AL118,STN,RT04,SE05,0,474,1.00,47.06,24.72,3.48,11.76,8.24
AP13779,202411,AL126,STN,RT04,SE05,0,120,0.00,42.50,7.72,7.72,7.72,7.72
AP13780,202411,AL146,STN,RT04,SE05,0,36,0.00,55.56,9.14,9.14,9.14,9.14
AP13781,202411,AL147,STN,RT04,SE05,3,58,2.00,58.33,0.93,0.93,0.93,0.93
AP13782,202411,AL168,STN,RT04,SE05,0,34,0.00,11.76,60.74,60.74,60.74,60.74
AP13783,202411,AL169,STN,RT04,SE05,0,24,0.00,41.67,16.17,16.17,16.17,16.17
AP13784,202411,AL179,STN,RT04,SE05,0,2,0.00,0.00,20.50,20.50,20.50,20.50
AP13785,202411,AL183,STN,RT04,SE05,0,615,0.00,33.00,224.29,0.00,22.17,5.47
AP13786,202411,AL208,STN,RT04,SE05,0,1,0.00,100.00,0.00,0.00,0.00,0.00
AP13787,202411,AL218,STN,RT04,SE05,0,2,0.00,0.00,61.50,61.50,61.50,61.50
AP13788,202411,AL234,STN,RT04,SE05,0,389,0.00,41.63,32.80,6.48,10.62,8.20
AP13789,202411,AL246,STN,RT04,SE05,0,26,0.00,30.77,10.69,10.69,10.69,10.69
AP13790,202411,AL248,STN,RT04,SE05,1,9841,13.00,29.94,1444.25,0.00,39.00,10.39
AP13791,202411,AL250,STN,RT04,SE05,0,1136,3.00,29.77,635.04,0.00,98.00,11.98
AP13792,202411,AL274,STN,RT04,SE05,0,73,0.00,18.22,62.20,13.09,33.50,20.73
AP13793,202411,AL279,STN,RT03,SE05,0,1,0.00,0.00,12.00,12.00,12.00,12.00
AP13794,202411,AL287,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13795,202411,AL290,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13796,202411,AL296,STN,RT04,SE05,0,51,0.00,19.82,134.02,0.00,65.00,11.17
AP13797,202411,AL324,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13798,202411,AL328,STN,RT04,SE05,0,2,0.00,0.00,32.00,7.00,25.00,16.00
AP13799,202411,AL002,MME,RT03,NE02,0,1,0.00,0.00,0.00,0.00,0.00,0.00
AP13800,202411,AL079,MME,RT03,NE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13801,202411,AL115,MME,RT04,NE02,2,50,3.00,26.50,49.87,0.00,20.87,12.47
AP13802,202411,AL164,MME,RT04,NE02,0,1,0.00,0.00,97.00,97.00,97.00,97.00
AP13803,202411,AL194,MME,RT04,NE02,7,160,12.00,31.98,10.19,10.19,10.19,10.19
AP13804,202411,AL203,MME,RT04,NE02,0,1,0.00,16.67,0.00,0.00,0.00,0.00
AP13805,202411,AL248,MME,RT04,NE02,0,20,0.00,20.00,5.70,0.00,5.70,2.85
AP13806,202412,AL008,ABZ,RT04,SC01,92,2,39.36,2.13,17.39,17.39,17.39,17.39
AP13807,202412,AL033,ABZ,RT03,SC01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13808,202412,AL047,ABZ,RT03,SC01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13809,202412,AL083,ABZ,RT03,SC01,441,20,43.82,4.34,9.67,9.67,9.67,9.67
AP13810,202412,AL115,ABZ,RT04,SC01,135,14,27.28,24.85,45.55,0.00,23.04,9.11
AP13811,202412,AL118,ABZ,RT04,SC01,154,2,27.20,0.56,78.50,15.60,32.38,26.17
AP13812,202412,AL127,ABZ,RT03,SC01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13813,202412,AL156,ABZ,RT03,SC01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13814,202412,AL183,ABZ,RT03,SC01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13815,202412,AL194,ABZ,RT04,SC01,12,11,34.78,47.83,4.25,4.25,4.25,4.25
AP13816,202412,AL195,ABZ,RT03,SC01,257,0,12.26,0.00,11.88,0.00,11.88,5.94
AP13817,202412,AL203,ABZ,RT03,SC01,745,22,25.40,2.05,86.05,0.00,17.73,5.06
AP13818,202412,AL251,ABZ,RT04,SC01,72,2,43.63,16.67,5.57,1.07,4.50,2.79
AP13819,202412,AL296,ABZ,RT04,SC01,18,0,0.00,0.00,18.67,18.67,18.67,18.67
AP13820,202412,AL324,ABZ,RT04,SC01,158,16,43.47,9.78,24.29,2.26,22.03,12.15
AP13821,202412,AL326,ABZ,RT02,SC01,26,0,50.00,0.00,1.46,1.46,1.46,1.46
AP13822,202412,AL008,BHD,RT04,NI01,90,75,7.73,39.21,302.66,0.00,66.50,23.28
AP13823,202412,AL066,BHD,RT03,NI01,2,0,0.00,0.00,15.00,15.00,15.00,15.00
AP13824,202412,AL071,BHD,RT04,NI01,129,12,47.52,8.51,7.74,7.74,7.74,7.74
AP13825,202412,AL083,BHD,RT03,NI01,347,23,19.46,3.11,15.10,0.00,15.10,7.55
AP13826,202412,AL118,BHD,RT04,NI01,431,20,36.03,17.29,106.71,0.00,29.70,15.24
AP13827,202412,AL124,BHD,RT04,NI01,0,9,0.00,100.00,0.00,0.00,0.00,0.00
AP13828,202412,AL125,BHD,RT03,NI01,1094,6,36.56,0.25,136.68,0.00,23.64,11.39
AP13829,202412,AL159,BHD,RT03,NI01,1,0,0.00,0.00,14.00,14.00,14.00,14.00
AP13830,202412,AL194,BHD,RT04,NI01,109,8,23.93,6.84,12.50,12.50,12.50,12.50
AP13831,202412,AL203,BHD,RT04,NI01,74,3,24.31,5.64,54.15,3.09,24.00,13.54
AP13832,202412,AL206,BHD,RT03,NI01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13833,202412,AL221,BHD,RT03,NI01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13834,202412,AL315,BHD,RT02,NI01,2,0,50.00,0.00,8.00,0.00,8.00,4.00
AP13835,202412,AL045,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13836,202412,AL066,BFS,RT02,NI02,2,0,50.00,0.00,1.50,1.50,1.50,1.50
AP13837,202412,AL069,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13838,202412,AL083,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13839,202412,AL116,BFS,RT04,NI02,34,0,14.71,0.00,17.38,17.38,17.38,17.38
AP13840,202412,AL117,BFS,RT04,NI02,8,0,12.50,0.00,18.13,18.13,18.13,18.13
AP13841,202412,AL118,BFS,RT04,NI02,2612,20,28.03,0.53,669.80,0.00,48.11,20.93
AP13842,202412,AL125,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13843,202412,AL127,BFS,RT04,NI02,10,0,25.00,0.00,64.13,9.50,54.63,32.06
AP13844,202412,AL183,BFS,RT04,NI02,216,0,22.23,0.00,283.79,0.00,50.80,16.69
AP13845,202412,AL248,BFS,RT03,NI02,64,0,7.96,0.00,90.87,0.00,39.94,6.49
AP13846,202412,AL250,BFS,RT04,NI02,507,1,25.70,0.32,352.14,0.00,100.10,23.48
AP13847,202412,AL296,BFS,RT04,NI02,8,0,11.11,0.00,46.00,1.67,36.00,15.33
AP13848,202412,AL317,BFS,RT03,NI02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13849,202412,AL007,BHX,RT03,WM01,2,0,25.00,0.00,12.00,0.00,12.00,6.00
AP13850,202412,AL008,BHX,RT04,WM01,551,33,10.01,2.26,83.05,0.00,29.00,16.61
AP13851,202412,AL032,BHX,RT03,WM01,212,0,36.79,0.00,14.83,14.83,14.83,14.83
AP13852,202412,AL035,BHX,RT04,WM01,62,0,36.22,0.00,33.24,12.89,20.35,16.62
AP13853,202412,AL040,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13854,202412,AL064,BHX,RT04,WM01,54,0,20.37,0.00,54.41,54.41,54.41,54.41
AP13855,202412,AL066,BHX,RT02,WM01,4,0,50.00,0.00,0.25,0.25,0.25,0.25
AP13856,202412,AL079,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13857,202412,AL083,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13858,202412,AL084,BHX,RT02,WM01,44,0,68.18,0.00,2.11,2.11,2.11,2.11
AP13859,202412,AL116,BHX,RT03,WM01,138,0,16.05,0.00,50.22,0.00,21.92,8.37
AP13860,202412,AL117,BHX,RT04,WM01,86,0,10.47,0.00,32.33,0.00,32.33,16.16
AP13861,202412,AL118,BHX,RT04,WM01,904,1,21.54,0.02,872.70,0.00,208.50,32.32
AP13862,202412,AL126,BHX,RT03,WM01,124,0,23.39,0.00,13.11,13.11,13.11,13.11
AP13863,202412,AL127,BHX,RT03,WM01,11,0,0.00,0.00,33.36,0.00,33.36,8.34
AP13864,202412,AL135,BHX,RT03,WM01,78,0,15.38,0.00,14.40,0.00,14.40,7.20
AP13865,202412,AL179,BHX,RT04,WM01,1,0,0.00,0.00,35.00,35.00,35.00,35.00
AP13866,202412,AL183,BHX,RT04,WM01,784,0,25.53,0.00,705.34,0.00,196.00,18.56
AP13867,202412,AL194,BHX,RT03,WM01,307,7,13.42,1.12,17.88,1.00,16.88,8.94
AP13868,202412,AL203,BHX,RT03,WM01,163,0,21.86,0.00,39.09,0.00,29.65,13.03
AP13869,202412,AL205,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13870,202412,AL206,BHX,RT03,WM01,214,3,12.40,0.52,28.20,0.00,16.27,9.40
AP13871,202412,AL207,BHX,RT03,WM01,86,0,34.88,0.00,8.91,8.91,8.91,8.91
AP13872,202412,AL234,BHX,RT03,WM01,36,0,12.50,0.00,11.25,0.00,11.25,5.63
AP13873,202412,AL241,BHX,RT03,WM01,62,0,32.26,0.00,4.52,4.52,4.52,4.52
AP13874,202412,AL248,BHX,RT03,WM01,1329,0,25.18,0.00,586.93,0.00,52.40,13.65
AP13875,202412,AL250,BHX,RT03,WM01,63,0,15.81,0.00,50.61,7.00,17.00,12.65
AP13876,202412,AL251,BHX,RT03,WM01,30,0,23.33,0.00,14.50,14.50,14.50,14.50
AP13877,202412,AL253,BHX,RT04,WM01,28,0,35.71,0.00,18.89,18.89,18.89,18.89
AP13878,202412,AL270,BHX,RT03,WM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13879,202412,AL274,BHX,RT03,WM01,22,0,18.18,0.00,11.50,11.50,11.50,11.50
AP13880,202412,AL279,BHX,RT04,WM01,52,0,11.54,0.00,22.25,22.25,22.25,22.25
AP13881,202412,AL287,BHX,RT03,WM01,124,0,38.71,0.00,4.49,4.49,4.49,4.49
AP13882,202412,AL290,BHX,RT04,WM01,1,0,0.00,0.00,69.00,69.00,69.00,69.00
AP13883,202412,AL296,BHX,RT04,WM01,406,0,15.15,0.00,1008.85,0.00,259.38,29.67
AP13884,202412,AL318,BHX,RT03,WM01,26,0,42.31,0.00,11.88,11.88,11.88,11.88
AP13885,202412,AL326,BHX,RT03,WM01,23,0,5.68,0.00,43.95,0.00,23.95,10.99
AP13886,202412,AL327,BHX,RT03,WM01,67,0,12.79,0.00,15.85,0.00,9.85,5.28
AP13887,202412,AL328,BHX,RT04,WM01,2,0,0.00,0.00,36.00,14.00,22.00,18.00
AP13888,202412,AL002,BOH,RT03,SW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13889,202412,AL115,BOH,RT03,SW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13890,202412,AL117,BOH,RT03,SW01,6,0,16.67,0.00,6.67,6.67,6.67,6.67
AP13891,202412,AL118,BOH,RT04,SW01,44,0,7.94,0.00,51.74,6.00,31.74,17.25
AP13892,202412,AL127,BOH,RT04,SW01,6,0,0.00,0.00,61.75,12.50,49.25,30.88
AP13893,202412,AL183,BOH,RT04,SW01,5,0,0.00,0.00,83.50,20.00,42.00,27.83
AP13894,202412,AL203,BOH,RT03,SW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13895,202412,AL248,BOH,RT03,SW01,206,2,36.61,0.79,104.04,2.20,27.56,11.56
AP13896,202412,AL250,BOH,RT03,SW01,44,0,15.49,0.00,43.00,0.00,40.00,10.75
AP13897,202412,AL290,BOH,RT02,SW01,2,0,50.00,0.00,0.00,0.00,0.00,0.00
AP13898,202412,AL296,BOH,RT04,SW01,48,0,33.06,0.00,79.08,2.30,62.50,19.77
AP13899,202412,AL007,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13900,202412,AL008,BRS,RT04,SW02,219,0,33.08,0.00,32.79,15.26,17.54,16.40
AP13901,202412,AL061,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13902,202412,AL064,BRS,RT04,SW02,50,0,5.10,0.00,522.59,58.59,464.00,261.30
AP13903,202412,AL079,BRS,RT04,SW02,46,0,13.64,0.00,37.91,12.41,25.50,18.95
AP13904,202412,AL115,BRS,RT04,SW02,1,0,0.00,0.00,31.00,31.00,31.00,31.00
AP13905,202412,AL116,BRS,RT04,SW02,106,0,23.29,0.00,222.47,0.00,81.00,22.25
AP13906,202412,AL117,BRS,RT01,SW02,6,0,100.00,0.00,0.00,0.00,0.00,0.00
AP13907,202412,AL118,BRS,RT04,SW02,2642,0,28.27,0.00,1086.86,0.00,54.92,20.13
AP13908,202412,AL127,BRS,RT04,SW02,9,0,5.56,0.00,45.00,0.00,45.00,22.50
AP13909,202412,AL183,BRS,RT04,SW02,304,0,26.09,0.00,356.73,0.00,67.83,15.51
AP13910,202412,AL194,BRS,RT04,SW02,231,0,15.15,0.00,31.00,31.00,31.00,31.00
AP13911,202412,AL203,BRS,RT03,SW02,36,0,20.83,0.00,3.72,0.00,3.72,1.86
AP13912,202412,AL206,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13913,202412,AL248,BRS,RT04,SW02,919,0,33.73,0.00,524.58,0.00,46.44,16.92
AP13914,202412,AL250,BRS,RT04,SW02,36,0,25.00,0.00,51.33,23.44,27.89,25.67
AP13915,202412,AL270,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13916,202412,AL274,BRS,RT04,SW02,4,0,0.00,0.00,28.50,28.50,28.50,28.50
AP13917,202412,AL279,BRS,RT03,SW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13918,202412,AL290,BRS,RT04,SW02,8,0,0.00,0.00,23.00,23.00,23.00,23.00
AP13919,202412,AL296,BRS,RT04,SW02,181,0,19.72,0.00,557.92,2.14,167.00,31.00
AP13920,202412,AL008,CWL,RT04,WA01,2,0,0.00,0.00,64.50,64.50,64.50,64.50
AP13921,202412,AL066,CWL,RT04,WA01,2,0,50.00,0.00,40.50,40.50,40.50,40.50
AP13922,202412,AL079,CWL,RT03,WA01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13923,202412,AL115,CWL,RT03,WA01,2,0,20.00,0.00,10.00,0.00,10.00,2.00
AP13924,202412,AL125,CWL,RT04,WA01,56,2,32.76,3.45,19.93,19.93,19.93,19.93
AP13925,202412,AL127,CWL,RT02,WA01,2,0,50.00,0.00,0.00,0.00,0.00,0.00
AP13926,202412,AL135,CWL,RT03,WA01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13927,202412,AL156,CWL,RT03,WA01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13928,202412,AL158,CWL,RT03,WA01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13929,202412,AL194,CWL,RT03,WA01,119,5,16.94,4.03,13.78,13.78,13.78,13.78
AP13930,202412,AL203,CWL,RT04,WA01,48,6,18.38,2.94,60.60,0.00,25.00,15.15
AP13931,202412,AL248,CWL,RT03,WA01,44,0,26.85,0.00,35.08,0.00,25.33,11.69
AP13932,202412,AL290,CWL,RT04,WA01,1,0,0.00,0.00,19.00,19.00,19.00,19.00
AP13933,202412,AL296,CWL,RT04,WA01,85,0,20.32,0.00,321.69,4.10,123.33,53.62
AP13934,202412,AL318,CWL,RT03,WA01,32,1,26.25,2.00,17.42,5.00,12.42,8.71
AP13935,202412,AL008,EMA,RT03,EM01,24,0,25.00,0.00,2.33,0.00,2.33,1.17
AP13936,202412,AL079,EMA,RT04,EM01,30,1,41.94,3.23,29.93,29.93,29.93,29.93
AP13937,202412,AL115,EMA,RT03,EM01,1,0,0.00,0.00,35.00,0.00,35.00,11.67
AP13938,202412,AL116,EMA,RT03,EM01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP13939,202412,AL118,EMA,RT04,EM01,1,0,0.00,0.00,38.00,38.00,38.00,38.00
AP13940,202412,AL125,EMA,RT04,EM01,1,0,0.00,0.00,31.00,31.00,31.00,31.00
